question,symbol,target_price,direction,price_at_entry,vol,prob_predicted,actual_outcome,brier,volume,end_date,entry_days_before,already_hit
Will the price of Ethereum be less than $2200 on July 1?,ETH,2200.0,below,2449.87,0.7619,0.2538,0.0,0.0644,67401.66,2025-07-01,7,False
Will the price of Ethereum be between $2400 and $2500 on July 1?,ETH,2400.0,above,2449.87,0.7619,0.5194,1.0,0.2309,391815.44,2025-07-01,7,True
Will the price of Ethereum be between $2300 and $2400 on July 1?,ETH,2300.0,below,2449.87,0.7619,0.3568,0.0,0.1273,244238.13,2025-07-01,7,False
Will the price of Ethereum be between $2200 and $2300 on July 1?,ETH,2200.0,below,2449.87,0.7619,0.2538,0.0,0.0644,61241.34,2025-07-01,7,False
Will the price of Ethereum be greater than $2500 on July 1?,ETH,2500.0,above,2449.87,0.7619,0.3933,0.0,0.1547,402926.33,2025-07-01,7,False
"Will the price of Bitcoin be less than $82,000 on January 16?",BTC,82000.0,below,90515.45,0.4554,0.1547,0.0,0.0239,45955.7,2026-01-16,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on January 16",BTC,82000.0,below,90515.45,0.4554,0.1547,0.0,0.0239,34642.64,2026-01-16,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on January 16",BTC,86000.0,below,90515.45,0.4554,0.3025,0.0,0.0915,27492.97,2026-01-16,7,False
"Will the price of Bitcoin be between $88,000 and $90,000 on January 16",BTC,88000.0,above,90515.45,0.4554,0.5988,0.0,0.3586,58038.27,2026-01-16,7,True
"Will the price of Bitcoin be between $90,000 and $92,000 on January 16",BTC,90000.0,above,90515.45,0.4554,0.4819,0.0,0.2322,104136.76,2026-01-16,7,True
"Will the price of Bitcoin be between $92,000 and $94,000 on January 16",BTC,92000.0,above,90515.45,0.4554,0.3732,0.0,0.1392,186373.61,2026-01-16,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on January 16",BTC,96000.0,above,90515.45,0.4554,0.2142,0.0,0.0459,113072.8,2026-01-16,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on January 1",BTC,98000.0,above,90515.45,0.4554,0.158,0.0,0.025,66413.45,2026-01-16,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on January 16",BTC,84000.0,below,90515.45,0.4554,0.2207,0.0,0.0487,31152.39,2026-01-16,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on January 16",BTC,94000.0,above,90515.45,0.4554,0.2851,1.0,0.5111,402207.52,2026-01-16,7,False
"Will the price of Bitcoin be greater than $100,000 on January 16?",BTC,100000.0,above,90515.45,0.4554,0.1141,0.0,0.013,92546.91,2026-01-16,7,False
"Will the price of Bitcoin be less than $84,000 on January 13?",BTC,84000.0,below,93722.01,0.4619,0.1293,0.0,0.0167,70843.26,2026-01-13,7,False
"Will the price of Bitcoin be between $92,000 and $94,000 on January 13",BTC,92000.0,above,93722.01,0.4619,0.5607,1.0,0.1929,256670.11,2026-01-13,7,True
"Will the price of Bitcoin be between $84,000 and $86,000 on January 13",BTC,84000.0,below,93722.01,0.4619,0.1293,0.0,0.0167,51519.69,2026-01-13,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on January 13",BTC,86000.0,below,93722.01,0.4619,0.1852,0.0,0.0343,96637.47,2026-01-13,7,False
"Will the price of Bitcoin be between $88,000 and $90,000 on January 13",BTC,88000.0,below,93722.01,0.4619,0.2549,0.0,0.065,82758.03,2026-01-13,7,False
"Will the price of Bitcoin be between $90,000 and $92,000 on January 13",BTC,90000.0,above,93722.01,0.4619,0.6608,0.0,0.4367,169943.55,2026-01-13,7,True
"Will the price of Bitcoin be between $94,000 and $96,000 on January 13",BTC,94000.0,above,93722.01,0.4619,0.4475,0.0,0.2003,240791.2,2026-01-13,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on January 13",BTC,96000.0,above,93722.01,0.4619,0.35,0.0,0.1225,87172.31,2026-01-13,7,False
"Will the price of Bitcoin be between $100,000 and $102,000 on January ",BTC,100000.0,above,93722.01,0.4619,0.2053,0.0,0.0422,28284.06,2026-01-13,7,False
"Will the price of Bitcoin be greater than $102,000 on January 13?",BTC,102000.0,above,93722.01,0.4619,0.1534,0.0,0.0235,21534.99,2026-01-13,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on January 1",BTC,98000.0,above,93722.01,0.4619,0.2702,0.0,0.073,52145.31,2026-01-13,7,False
"Bitcoin above $60,000 on August 30?",BTC,60000.0,above,64086.72,0.6883,0.6651,0.0,0.4424,1157130.65,2024-08-30,7,True
"Will the price of Ethereum be above $2,500 on January 7?",ETH,2500.0,above,2966.84,0.6994,0.8729,1.0,0.0161,20481.45,2026-01-07,7,True
"Will the price of Ethereum be above $2,600 on January 7?",ETH,2600.0,above,2966.84,0.6994,0.8113,1.0,0.0356,22262.87,2026-01-07,7,True
"Will the price of Ethereum be above $2,700 on January 7?",ETH,2700.0,above,2966.84,0.6994,0.734,1.0,0.0708,33476.0,2026-01-07,7,True
"Will the price of Ethereum be above $2,800 on January 7?",ETH,2800.0,above,2966.84,0.6994,0.6406,1.0,0.1292,88227.94,2026-01-07,7,True
"Will the price of Ethereum be above $2,900 on January 7?",ETH,2900.0,above,2966.84,0.6994,0.5301,1.0,0.2208,142965.4,2026-01-07,7,True
"Will the price of Ethereum be above $3,000 on January 7?",ETH,3000.0,above,2966.84,0.6994,0.4138,1.0,0.3437,105284.69,2026-01-07,7,False
"Will the price of Ethereum be above $3,100 on January 7?",ETH,3100.0,above,2966.84,0.6994,0.3193,1.0,0.4633,208493.4,2026-01-07,7,False
"Will the price of Ethereum be above $3,200 on January 7?",ETH,3200.0,above,2966.84,0.6994,0.2436,0.0,0.0593,202796.34,2026-01-07,7,False
"Will the price of Ethereum be above $3,300 on January 7?",ETH,3300.0,above,2966.84,0.6994,0.1832,0.0,0.0336,87280.6,2026-01-07,7,False
"Will the price of Ethereum be above $3,400 on January 7?",ETH,3400.0,above,2966.84,0.6994,0.1358,0.0,0.0184,113465.54,2026-01-07,7,False
"Will the price of Ethereum be above $3,500 on January 7?",ETH,3500.0,above,2966.84,0.6994,0.0991,0.0,0.0098,128721.03,2026-01-07,7,False
"Will the price of Bitcoin be less than $82,000 on January 17?",BTC,82000.0,below,90385.54,0.4529,0.1585,0.0,0.0251,34806.64,2026-01-17,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on January 17",BTC,84000.0,below,90385.54,0.4529,0.2261,0.0,0.0511,36554.57,2026-01-17,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on January 17",BTC,86000.0,below,90385.54,0.4529,0.3097,0.0,0.0959,43237.59,2026-01-17,7,False
"Will the price of Bitcoin be between $88,000 and $90,000 on January 17",BTC,88000.0,above,90385.54,0.4529,0.5894,0.0,0.3474,90944.29,2026-01-17,7,True
"Will the price of Bitcoin be between $90,000 and $92,000 on January 17",BTC,90000.0,above,90385.54,0.4529,0.4706,0.0,0.2215,111335.8,2026-01-17,7,True
"Will the price of Bitcoin be between $92,000 and $94,000 on January 17",BTC,92000.0,above,90385.54,0.4529,0.3633,0.0,0.132,276412.22,2026-01-17,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on January 17",BTC,94000.0,above,90385.54,0.4529,0.2765,1.0,0.5234,228807.89,2026-01-17,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on January 17",BTC,82000.0,below,90385.54,0.4529,0.1585,0.0,0.0251,42347.11,2026-01-17,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on January 17",BTC,96000.0,above,90385.54,0.4529,0.2069,0.0,0.0428,155160.24,2026-01-17,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on January 1",BTC,98000.0,above,90385.54,0.4529,0.1518,0.0,0.023,83041.6,2026-01-17,7,False
"Will the price of Bitcoin be greater than $100,000 on January 17?",BTC,100000.0,above,90385.54,0.4529,0.1091,0.0,0.0119,47868.99,2026-01-17,7,False
"Will the price of Ethereum be above $2,900 on December 16?",ETH,2900.0,above,3318.54,0.7802,0.7735,1.0,0.0513,191131.48,2025-12-16,7,True
"Will the price of Ethereum be above $3,000 on December 16?",ETH,3000.0,above,3318.54,0.7802,0.7047,0.0,0.4966,139171.67,2025-12-16,7,True
"Will the price of Ethereum be above $3,100 on December 16?",ETH,3100.0,above,3318.54,0.7802,0.6253,0.0,0.391,95226.63,2025-12-16,7,True
"Will the price of Ethereum be above $3,200 on December 16?",ETH,3200.0,above,3318.54,0.7802,0.5347,0.0,0.2859,76028.97,2025-12-16,7,True
"Will the price of Ethereum be above $3,300 on December 16?",ETH,3300.0,above,3318.54,0.7802,0.4384,0.0,0.1922,217026.27,2025-12-16,7,True
"Will the price of Ethereum be above $3,400 on December 16?",ETH,3400.0,above,3318.54,0.7802,0.3566,0.0,0.1272,98130.76,2025-12-16,7,False
"Will the price of Ethereum be above $3,500 on December 16?",ETH,3500.0,above,3318.54,0.7802,0.2883,0.0,0.0831,94719.28,2025-12-16,7,False
"Will the price of Ethereum be above $3,600 on December 16?",ETH,3600.0,above,3318.54,0.7802,0.2312,0.0,0.0535,116556.02,2025-12-16,7,False
"Will the price of Ethereum be above $3,700 on December 16?",ETH,3700.0,above,3318.54,0.7802,0.1839,0.0,0.0338,50762.38,2025-12-16,7,False
"Will the price of Ethereum be above $3,800 on December 16?",ETH,3800.0,above,3318.54,0.7802,0.145,0.0,0.021,36481.12,2025-12-16,7,False
"Will the price of Ethereum be above $3,900 on December 16?",ETH,3900.0,above,3318.54,0.7802,0.1133,0.0,0.0128,31656.21,2025-12-16,7,False
Will the price of Bitcoin be less than $115K on July 23?,BTC,115000.0,above,118681.68,0.3466,0.7398,0.0,0.5472,363240.16,2025-07-23,7,True
Will the price of Bitcoin be between $115K and $117K on July 23?,BTC,115000.0,above,118681.68,0.3466,0.7398,0.0,0.5472,149509.39,2025-07-23,7,True
Will the price of Bitcoin be between $117K and $119K on July 23?,BTC,117000.0,above,118681.68,0.3466,0.6521,1.0,0.121,281933.01,2025-07-23,7,True
Will the price of Bitcoin be between $119K and $121K on July 23?,BTC,119000.0,above,118681.68,0.3466,0.5472,0.0,0.2994,184602.96,2025-07-23,7,False
Will the price of Bitcoin be greater than $121K on July 23?,BTC,121000.0,above,118681.68,0.3466,0.4306,0.0,0.1854,166554.95,2025-07-23,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on January 10",BTC,94000.0,above,90598.02,0.4619,0.2826,0.0,0.0799,47115.75,2026-01-10,7,False
"Will the price of Bitcoin be less than $82,000 on January 10?",BTC,82000.0,below,90598.02,0.4619,0.161,0.0,0.0259,48629.48,2026-01-10,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on January 10",BTC,82000.0,below,90598.02,0.4619,0.161,0.0,0.0259,20981.7,2026-01-10,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on January 10",BTC,84000.0,below,90598.02,0.4619,0.2278,0.0,0.0519,63509.31,2026-01-10,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on January 10",BTC,86000.0,below,90598.02,0.4619,0.3101,0.0,0.0961,51199.6,2026-01-10,7,False
"Will the price of Bitcoin be between $88,000 and $90,000 on January 10",BTC,88000.0,above,90598.02,0.4619,0.5912,0.0,0.3495,455906.78,2026-01-10,7,True
"Will the price of Bitcoin be between $90,000 and $92,000 on January 10",BTC,90000.0,above,90598.02,0.4619,0.4749,1.0,0.2757,211672.8,2026-01-10,7,True
"Will the price of Bitcoin be between $92,000 and $94,000 on January 10",BTC,92000.0,above,90598.02,0.4619,0.3688,0.0,0.136,150240.75,2026-01-10,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on January 10",BTC,96000.0,above,90598.02,0.4619,0.2131,0.0,0.0454,43653.43,2026-01-10,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on January 1",BTC,98000.0,above,90598.02,0.4619,0.1577,0.0,0.0249,44128.64,2026-01-10,7,False
"Will the price of Bitcoin be greater than $100,000 on January 10?",BTC,100000.0,above,90598.02,0.4619,0.1145,0.0,0.0131,7614.51,2026-01-10,7,False
"Will Ethereum reach $4,800 September 29-October 5?",ETH,4800.0,above,4217.25,0.6108,0.1303,0.0,0.017,152548.64,2025-10-06,7,False
"Will Ethereum reach $4,700 September 29-October 5?",ETH,4700.0,above,4217.25,0.6108,0.1667,0.0,0.0278,181322.72,2025-10-06,7,False
"Will Ethereum reach $4,600 September 29-October 5?",ETH,4600.0,above,4217.25,0.6108,0.211,1.0,0.6225,262852.96,2025-10-06,7,False
"Will Ethereum reach $4,500 September 29-October 5?",ETH,4500.0,above,4217.25,0.6108,0.2644,1.0,0.5411,91936.13,2025-10-06,7,False
"Will Ethereum reach $4,400 September 29-October 5?",ETH,4400.0,above,4217.25,0.6108,0.3282,1.0,0.4514,66175.89,2025-10-06,7,False
"Will Ethereum reach $4,300 September 29-October 5?",ETH,4300.0,above,4217.25,0.6108,0.404,1.0,0.3552,26513.82,2025-10-06,7,False
"Will Ethereum reach $4,200 September 29-October 5?",ETH,4200.0,above,4217.25,0.6108,0.4941,1.0,0.2559,12528.99,2025-10-06,7,True
"Will Ethereum dip to $4,000 September 29-October 5?",ETH,4000.0,below,4217.25,0.6108,0.3299,0.0,0.1088,174220.18,2025-10-06,7,False
"Will Ethereum dip to $3,900 September 29-October 5?",ETH,3900.0,below,4217.25,0.6108,0.2585,0.0,0.0668,87055.22,2025-10-06,7,False
"Will Ethereum dip to $3,800 September 29-October 5?",ETH,3800.0,below,4217.25,0.6108,0.1973,0.0,0.0389,21583.18,2025-10-06,7,False
"Will Ethereum dip to $3,700 September 29-October 5?",ETH,3700.0,below,4217.25,0.6108,0.1461,0.0,0.0213,22139.17,2025-10-06,7,False
"Will Ethereum dip to $3,600 September 29-October 5?",ETH,3600.0,below,4217.25,0.6108,0.1044,0.0,0.0109,12156.1,2025-10-06,7,False
"Will Ethereum dip to $3,500 September 29-October 5?",ETH,3500.0,below,4217.25,0.6108,0.0717,0.0,0.0051,8635.37,2025-10-06,7,False
"Will Ethereum dip to $3,400 September 29-October 5?",ETH,3400.0,below,4217.25,0.6108,0.0471,0.0,0.0022,22096.65,2025-10-06,7,False
Bitcoin above $120K on August 18?,BTC,120000.0,above,118701.84,0.3333,0.423,0.0,0.1789,225923.43,2025-08-18,7,False
Bitcoin above $122K on August 18?,BTC,122000.0,above,118701.84,0.3333,0.322,0.0,0.1037,156758.24,2025-08-18,7,False
Bitcoin above $124K on August 18?,BTC,124000.0,above,118701.84,0.3333,0.2407,0.0,0.0579,60294.29,2025-08-18,7,False
Bitcoin above $126K on August 18?,BTC,126000.0,above,118701.84,0.3333,0.176,0.0,0.031,95171.73,2025-08-18,7,False
Bitcoin above $118K on August 18?,BTC,118000.0,above,118701.84,0.3333,0.5447,0.0,0.2967,398239.86,2025-08-18,7,True
Bitcoin above $116K on August 18?,BTC,116000.0,above,118701.84,0.3333,0.6548,1.0,0.1192,163611.41,2025-08-18,7,True
Bitcoin above $114K on August 18?,BTC,114000.0,above,118701.84,0.3333,0.7457,1.0,0.0647,37485.43,2025-08-18,7,True
Bitcoin above $112K on August 18?,BTC,112000.0,above,118701.84,0.3333,0.8194,1.0,0.0326,1870.99,2025-08-18,7,True
"Will Ethereum reach $5,200 October 6-12?",ETH,5200.0,above,4686.32,0.6127,0.1966,0.0,0.0387,72239.51,2025-10-13,7,False
"Will Ethereum reach $5,100 October 6-12?",ETH,5100.0,above,4686.32,0.6127,0.241,0.0,0.0581,34009.13,2025-10-13,7,False
"Will Ethereum reach $5,000 October 6-12?",ETH,5000.0,above,4686.32,0.6127,0.2931,0.0,0.0859,41973.39,2025-10-13,7,False
"Will Ethereum reach $4,900 October 6-12?",ETH,4900.0,above,4686.32,0.6127,0.3539,0.0,0.1253,63077.16,2025-10-13,7,False
"Will Ethereum reach $4,800 October 6-12?",ETH,4800.0,above,4686.32,0.6127,0.4248,0.0,0.1805,102758.03,2025-10-13,7,False
"Will Ethereum reach $4,700 October 6-12?",ETH,4700.0,above,4686.32,0.6127,0.5075,1.0,0.2426,11522.38,2025-10-13,7,False
"Will Ethereum reach $4,600 October 6-12?",ETH,4600.0,above,4686.32,0.6127,0.59,1.0,0.1681,28.0,2025-10-13,7,True
"Will Ethereum dip to $4,400 October 6-12?",ETH,4400.0,below,4686.32,0.6127,0.272,1.0,0.5301,83332.19,2025-10-13,7,False
"Will Ethereum dip to $4,300 October 6-12?",ETH,4300.0,below,4686.32,0.6127,0.2153,1.0,0.6157,51266.16,2025-10-13,7,False
"Will Ethereum dip to $4,200 October 6-12?",ETH,4200.0,below,4686.32,0.6127,0.1666,1.0,0.6945,75547.93,2025-10-13,7,False
"Will Ethereum dip to $4,100 October 6-12?",ETH,4100.0,below,4686.32,0.6127,0.1256,1.0,0.7646,87717.17,2025-10-13,7,False
"Will Ethereum dip to $4,000 October 6-12?",ETH,4000.0,below,4686.32,0.6127,0.0919,1.0,0.8246,182203.0,2025-10-13,7,False
"Will Ethereum dip to $3,900 October 6-12?",ETH,3900.0,below,4686.32,0.6127,0.0651,1.0,0.8741,245883.31,2025-10-13,7,False
"Will Ethereum dip to $3,800 October 6-12?",ETH,3800.0,below,4686.32,0.6127,0.0444,1.0,0.9131,85250.52,2025-10-13,7,False
Solana above $145 on March 14?,SOL,145.0,above,139.33,1.2098,0.3281,0.0,0.1076,1132543.82,2025-03-14,7,False
"Ethereum above $2,400 on June 24?",ETH,2400.0,above,2510.7,0.7396,0.6151,1.0,0.1481,1132093.37,2025-06-24,7,True
Will Dogecoin reach $0.60 by February 28 2025?,DOGE,0.6,above,0.24,1.181,0.0001,0.0,0.0,119289.61,2025-02-28,7,False
Will Dogecoin dip to $0.30 by February 28 2025?,DOGE,0.3,below,0.24,1.181,0.8833,1.0,0.0136,2769.14,2025-02-28,7,True
Will Dogecoin reach $0.35 by February 28 2025? 1,DOGE,0.35,above,0.24,1.181,0.0381,0.0,0.0014,304752.35,2025-02-28,7,False
Will Dogecoin dip to $0.20 by February 28 2025?,DOGE,0.2,below,0.24,1.181,0.2768,1.0,0.523,262263.29,2025-02-28,7,False
Will Dogecoin reach $0.50 by February 28 2025?,DOGE,0.5,above,0.24,1.181,0.0009,0.0,0.0,72362.79,2025-02-28,7,False
Will Dogecoin dip to $0.15 by February 28 2025?,DOGE,0.15,below,0.24,1.181,0.0439,0.0,0.0019,40550.16,2025-02-28,7,False
Will Dogecoin reach $0.40 by February 28 2025?,DOGE,0.4,above,0.24,1.181,0.0115,0.0,0.0001,53310.51,2025-02-28,7,False
Will Dogecoin dip to $0.10 by February 28 2025?,DOGE,0.1,below,0.24,1.181,0.0006,0.0,0.0,41656.99,2025-02-28,7,False
Will Dogecoin reach $0.45 by February 28 2025?,DOGE,0.45,above,0.24,1.181,0.0033,0.0,0.0,203960.34,2025-02-28,7,False
Will Dogecoin dip to $0.25 by February 28 2025?,DOGE,0.25,below,0.24,1.181,0.677,1.0,0.1043,31119.3,2025-02-28,7,True
"Will Bitcoin reach $130,000 September 15-21?",BTC,130000.0,above,115381.08,0.3293,0.0369,0.0,0.0014,77763.67,2025-09-22,7,False
"Will Bitcoin reach $128,000 September 15-21?",BTC,128000.0,above,115381.08,0.3293,0.0571,0.0,0.0033,27269.51,2025-09-22,7,False
"Will Bitcoin reach $126,000 September 15-21?",BTC,126000.0,above,115381.08,0.3293,0.0859,0.0,0.0074,25763.53,2025-09-22,7,False
"Will Bitcoin reach $124,000 September 15-21?",BTC,124000.0,above,115381.08,0.3293,0.1255,0.0,0.0158,33104.49,2025-09-22,7,False
"Will Bitcoin reach $122,000 September 15-21?",BTC,122000.0,above,115381.08,0.3293,0.1784,0.0,0.0318,62450.08,2025-09-22,7,False
"Will Bitcoin reach $120,000 September 15-21?",BTC,120000.0,above,115381.08,0.3293,0.2471,0.0,0.061,106789.37,2025-09-22,7,False
"Will Bitcoin reach $118,000 September 15-21?",BTC,118000.0,above,115381.08,0.3293,0.3341,0.0,0.1116,217680.6,2025-09-22,7,False
"Will Bitcoin dip to $114,000 September 15-21?",BTC,114000.0,below,115381.08,0.3293,0.4293,0.0,0.1843,223636.01,2025-09-22,7,False
"Will Bitcoin dip to $112,000 September 15-21?",BTC,112000.0,below,115381.08,0.3293,0.3195,0.0,0.1021,112494.35,2025-09-22,7,False
"Will Bitcoin dip to $110,000 September 15-21?",BTC,110000.0,below,115381.08,0.3293,0.2299,0.0,0.0528,117999.76,2025-09-22,7,False
"Will Bitcoin dip to $108,000 September 15-21?",BTC,108000.0,below,115381.08,0.3293,0.1586,0.0,0.0252,68588.66,2025-09-22,7,False
"Will Bitcoin dip to $106,000 September 15-21?",BTC,106000.0,below,115381.08,0.3293,0.1042,0.0,0.0108,30861.37,2025-09-22,7,False
"Will Bitcoin dip to $104,000 September 15-21?",BTC,104000.0,below,115381.08,0.3293,0.0647,0.0,0.0042,14970.87,2025-09-22,7,False
"Will Bitcoin dip to $102,000 September 15-21?",BTC,102000.0,below,115381.08,0.3293,0.0377,0.0,0.0014,12247.82,2025-09-22,7,False
"Will the price of Bitcoin be between $62,000 and $64,000 on February 2",BTC,62000.0,below,67984.42,0.6066,0.2691,0.0,0.0724,90294.61,2026-02-27,7,False
"Will the price of Bitcoin be between $64,000 and $66,000 on February 2",BTC,64000.0,below,67984.42,0.6066,0.364,1.0,0.4045,110118.19,2026-02-27,7,False
"Will the price of Bitcoin be between $66,000 and $68,000 on February 2",BTC,66000.0,above,67984.42,0.6066,0.5232,0.0,0.2737,136685.04,2026-02-27,7,True
"Will the price of Bitcoin be between $72,000 and $74,000 on February 2",BTC,72000.0,above,67984.42,0.6066,0.2353,0.0,0.0554,174362.37,2026-02-27,7,False
